Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@ZiouyHiocv,Congratulations to all the developers featured for not being fired yet,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@MdaaoZiwu,You know the game is garbage when you think you have to show a 4 minute cinematic trailer to sell a 5v5 game.,0,2 weeks ago,Positive,Happy,Playstation
State of Play,Youtube,@ToastInteractive,"The new Astro Bot looks absolutely incredible! Astro Bot: Rescue Mission on PSVR blew our minds and was our inspiration behind making our very own VR platformer: Max Mustard. Even though this new title isn't headed to PSVR2, we hope to help fill the void for anyone wanting another charming VR platformer! ",18,2 weeks ago,Negative,Fear,Boring
State of Play,Youtube,@DullGamerGuy,We need Ghost of Tsushima 2 announcement,85,3 weeks ago,Positive,Happy,Boring
State of Play,Youtube,@VictorFaco,"Concord had a huge potential to be a guardians of the galaxy clone where u roam around the universe completing quests with ur crew, would be ultra fun as a single player experience. But no, it has to be a generic fps multiplayer that everyone will stop playing 2 weeks after it launches",0,2 weeks ago,Positive,Happy,Boring
State of Play,Youtube,@Thugger01,"Soo 2 Overwatch clones, 500 games where you play as a badass asian samurai ninja whatever, some PC ports and a LittleBigPlanet wannabe. Wow.",37,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@chidubemimari9015,Astro bot was the only redeeming quality of the stream smh,132,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@Fin-ul5rx,Are you serious that was it,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@MithunOnTheNet,Ballad of Antara looks amazing! Is it by a Japanese studio?,0,2 weeks ago,Positive,Surprise,Sony
State of Play,Youtube,@cupcake5128,"Yesterday I bought a game from the store and I didn't like it, and not all of the maps work. How do I get my money back in the store to buy another game?",39,2 weeks ago,Negative,Angry,Playstation
State of Play,Youtube,@Phill81,30 minutes of nothing ,17,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@crystalwater505,I'm almost the age of 40 and I think the Astro Bot game looks awesome.,1,2 weeks ago,Negative,Angry,Sony
State of Play,Youtube,@KaizenGamingTV,Where is Bloodborne II or Bloodborne port? hello?,1,2 weeks ago,Positive,Happy,Sony
State of Play,Youtube,@RedXIIRed13,Concord looked fun and halfway through the trailer I said out loud 'this better not be a team based shooter'. I was hoping for a new game like Guardians of the Galaxy,99,2 weeks ago,Positive,Happy,Xbox
State of Play,Youtube,@msa4178,When will Sony show us real games?,50,2 weeks ago,Negative,Sad,Game
State of Play,Youtube,@Ashamedofmypast,Monsterhunter with 2 weapons during a hunt is easily the best thing here,4,2 weeks ago,Positive,Surprise,Xbox
State of Play,Youtube,@ElHeffJeff,"Me watching Concord's trailer: ""Man this looks cool, it better not be a 5v5 team shooter"" ",16,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@I_love_bread_and_Hungry_Jacks,The only thing that actually surprised me was DYNASTY WARRIORS being in a state of play.,18,12 days ago,Positive,Surprise,
State of Play,Youtube,@elgatosamurai9517,We need a new Resistance,0,3 weeks ago,Positive,Happy,Game
State of Play,Youtube,@kamuigui,"Concord could have been an amazing single player shooter rpg guardian of the galaxy-ish, and instead they decided to do an overwatch of it ",0,2 weeks ago,Negative,Fear,Concord
State of Play,Youtube,@WhackingJam,The only way I will play Concord is if it were Free and only then find some enjoyment if it was a quick Platinum.,83,11 days ago,Positive,Happy,Game
State of Play,Youtube,@user-ez9dp3zs1p,Rename the show as state of boring. Anyone remember games were fun before now???,33,2 weeks ago,Negative,Sad,Game
State of Play,Youtube,@Igones,"For a second I thought they were going to announce PS5 pro inside astro, that would’ve been really fun, haha",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@alexpankin4711,"I'm embarrassed to ask, where are the games?!",0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@slappyjo1046,Concord looks cool if it wasn’t a 5v5 shooter. Literally anything else would’ve been cool like DMZ,48,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@megan6003,I wanna know what happened to phantom blade 0,92,2 weeks ago,Negative,Sad,Game
State of Play,Youtube,@predvoditel1,Astro Bot not coming to PSVR 2 is a shame.,0,2 weeks ago,Positive,Surprise,Concord
State of Play,Youtube,@TMWriting,"unbelievable that Astro Bot isn’t coming to PSVR2. As a hybrid release, it could really usher in a new era for the platform. Choosing to make it exclusively PS5 is a huge slap in the face to the PSVR community.",0,2 weeks ago,Positive,Surprise,Astro
State of Play,Youtube,@beelvanbuurenful,Xbox just smashed y’all… be very embarrassed,44,11 days ago,Negative,Fear,Astro
State of Play,Youtube,@akkystreams1103,We're only half way through the year and it looks like Stellar Blade was the high point. Yikes.,11,2 weeks ago,Positive,Surprise,Concord
State of Play,Youtube,@faniumarigliano,Nobody caaaaaaaaaares about this Concord,2,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@chrisbennett1358,What a let down,0,2 weeks ago,Positive,Happy,Concord
State of Play,Youtube,@Zamoshi,"I'm more hyped about Astrobot than anything else in this video, even MH Wilds! (And I've been waiting for the sequel for over 6 years). Not interested in live service nor VR. Astro looks sick AF!!",21,2 weeks ago,Positive,Happy,Concord
State of Play,Youtube,@eliaszerano3510,concord is pvp only ?,12,2 weeks ago,Positive,Happy,Sony
State of Play,Youtube,@jayc5555,Sony should be embarrassed. Awful show yet again.,1,2 weeks ago,Negative,Fear,Playstation
State of Play,Youtube,@Sligili,We got two Overwatch clones bro ,1,2 weeks ago,Positive,Happy,Astro
State of Play,Youtube,@thalunizz21,"This is a solid C-. My expectations were low, and it was still underwhelming. This should've been called State of PC - Astro Bot was the best and most original thing they showed. If it wasn't some Chinese souls-clone it was a PC port.",45,2 weeks ago,Negative,Sad,Silent Hill
State of Play,Youtube,@dxshingaming4650,Concord have a so much funny and punchy dialogue but its not enough for laughing  coz its multiplayer ,28,2 weeks ago,Positive,Surprise,Xbox
State of Play,Youtube,@awgoodrich8,Was onboard with Concord until they said it was 5v5. IMO...it would have been more appealing if it was an action adventure or rpg of some sort.,1,2 weeks ago,Negative,Fear,Astro
State of Play,Youtube,@shishinonaito,Astro Bot saved this train wreck of a SoP,23,2 weeks ago,Negative,Sad,Sony
State of Play,Youtube,@Abi-chanFictionFan,"So nobody is gonna talk about that Alien game on VR ? The Alien franchise has so much potential for horror games, why do you go full VR on this one ??? It could have been the next Alien Isolation...",20,2 weeks ago,Negative,Fear,VR
State of Play,Youtube,@KanaGamez,astro bot looks incredible. at least they ended with that after starting with concord lol,1,11 days ago,Positive,Surprise,Playstation
State of Play,Youtube,@NotRot_,"Bring back single player experiences with compelling, gritty and morally challenging stories   Provide entertainment for the sake of entertainment",0,2 weeks ago,Negative,Sad,Game
State of Play,Youtube,@stratix,Wow.  Guess the PS5 will be collecting dust for a while.,19,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@stuartdoig15,"Absolutely gutted that Concord isn't a 3rd person ""Guardians of The Galaxy"" style game. I loved that Guardians game, and the cinematic here gave so much personality to the characters. It feels such a shame to have them as part of a PvP game and not play with them as they travel to weird planets doing daft things. Ach well.",17,2 weeks ago,Negative,Fear,Game
State of Play,Youtube,@cikame,That moment when you give up and start making peace with the idea that video games aren't for you anymore.,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@jacobmacdonald1684,Every game was basically the same and all looked like games I would never play in a million years,32,2 weeks ago,Negative,Fear,Concord
State of Play,Youtube,@Jimmy_Drone,Concord and Marvel Rivals....Did we need 2 more overwatch clones?,68,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@KaganGokasan,I swear if the astro bot game is either not free or so expensive im gonna freak out.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@jaysam9117,You need to add more buttons to the controller's it gets a bit boring after a while,106,2 weeks ago,Negative,Sad,Sony
State of Play,Youtube,@Malikah,"Honestly, I am disappointed :(",15,2 weeks ago,Negative,Sad,Concord
State of Play,Youtube,@player1-jay,Not showing the wolverine game is kinda insane,0,2 weeks ago,Positive,Surprise,Sony
State of Play,Youtube,@napynap,"My favorites that I could see buying were Path of Exile 2, Monster Hunter Wilds, and Astro Bot.",2,2 weeks ago,Positive,Happy,
State of Play,Youtube,@jonathanbates3462,Are they not gonna announce a PlayStation handheld,11,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Solo_Sessums,Astro Bot looks like so much fun.,18,2 weeks ago,Positive,Happy,Sony
State of Play,Youtube,@ZennaliciousD,Can’t wait for Overwatch: Guardians of the Galaxy Edition and Overwatch: Marvel DLC.,1,2 weeks ago,Positive,Surprise,State Of Play
State of Play,Youtube,@BadMrMo,SH2 looks still bad. Konami is gonna sink this one too.,24,2 weeks ago,Negative,Sad,Sony
State of Play,Youtube,@arshiaat9503,Antara and where winds come look solid,179,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@Almost_cooking,This is how you don't get my money.,1,2 weeks ago,Negative,Sad,Disappointing
State of Play,Youtube,@shibineru,It's rare that I have 0 interest in everything shown during events like these. Well today is a rarity I guess.,0,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@Hynet1,Concord would've been a great single player game I think. Especially if it was focused on building bonds and losing comrades along the way... oh well 5v5 nobody will play.,10,2 weeks ago,Negative,Fear,Concord
State of Play,Youtube,@slimshady102414,"Concord, guardians of the galaxy from wish",0,2 weeks ago,Positive,Happy,Game
State of Play,Youtube,@ZakMilz,crazy how concord was the entire stream,0,2 weeks ago,Negative,Fear,Game
State of Play,Youtube,@TheStupidRaptor,"Can Sony just sell Sly Cooper and Jak and Daxter to other developers? Since they never want to make games for those IP's ever again, even though everyone wants them to?",53,2 weeks ago,Negative,Sad,
State of Play,Youtube,@user-jk4sd1tm7t,"In fact, it's amazing how people who have made it to the top of the hierarchy in the gaming industry have not even the slightest idea of ??what their audience wants and probably don't play video games, if they ever played them at all.  How many more life service cloned garbage dumps must fail before it becomes clear that this is just a waste of resources?",0,2 weeks ago,Negative,Fear,Sony
State of Play,Youtube,@EvlutnTrnrDaisy,Had skipped this until I heard that Infinity Nikki got a trailer. Best thing in the State of Play. Astrobot is cute though! <3,0,11 days ago,Positive,Happy,Concord
State of Play,Youtube,@anarfox,No VR for Astro Bot is a huge disappointment.,20,2 weeks ago,Negative,Sad,Xbox
State of Play,Youtube,@Archangel0582,I was expecting nothing and was still disappointed...,0,2 weeks ago,Positive,Happy,State Of Play
State of Play,Youtube,@tpmgaming999,Astrobot looks awesome,75,2 weeks ago,Positive,Surprise,Sony
State of Play,Youtube,@everx7,"Concord looked really interesting until devs opened up with 5v5, i was like no thanks",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@FadiMARc,Worst state of play yet ,1,2 weeks ago,Negative,Sad,Playstation
State of Play,Youtube,@solkannar7462,"well, i see no reason to turn my ps5 on any soon.",10,2 weeks ago,Positive,Surprise,Sony
State of Play,Youtube,@Mrkarate9,"Xbox showcase was way better than this, and that's still an understatement.",23,10 days ago,Negative,Sad,Xbox
State of Play,Youtube,@divineoblivionx,Learned GOW Ragnarok on PC will require a PS Account. You didn't learn from what happened with Helldivers II apparently.,1,2 weeks ago,Negative,Angry,Xbox
State of Play,Youtube,@Floink-he5qm,Astrobot saved this state of play,16,2 weeks ago,Negative,Sad,Sony
State of Play,Youtube,@ath-har7611,The scariest part of that silent hill trailer is the voice acting. Hope it is better in the final release.,11,2 weeks ago,Negative,Fear,Astro
State of Play,Youtube,@Ongomar,I'm only hyped for Astro Bot,1,2 weeks ago,Positive,Happy,Sony
State of Play,Youtube,@Elayzee,"You guys really REALLY thought ""Concord"" was something remarkably special that your base was just ITCHINg to play. Someone didn't read their audience before green lighting this cringe.",10,10 days ago,Positive,Surprise,Game
State of Play,Youtube,@jlruiz9237,That Concord cinematic was so bad I’m never touching that game.,31,2 weeks ago,Negative,Sad,Concord
State of Play,Youtube,@HeisenbergFam,You know its state of play video when they show live service games,1,2 weeks ago,Negative,Sad,State Of Play
State of Play,Youtube,@mitchhahn933,You’d have to pay me an insane amount of money to even think about trying concord.,37,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@mahadsaeed9427,"Where are games like Battlefield1, Overwatch 2 und Titanfall, bitte sony bitte… nein wesser bitte",16,2 weeks ago,Positive,Happy,Sony
State of Play,Youtube,@man-thing5567,We all came here for Wolverine and nothing…well I suppose Il go back to playing PS4 games on the PS5,0,2 weeks ago,Negative,Fear,Playstation
State of Play,Youtube,@jeffreydean5112,2 games looked kinda interesting. These companies have no idea what gamers want.,1,2 weeks ago,Positive,Happy,Until Dawn
State of Play,Youtube,@Excaviliar,Based on these comments I was expecting way more than just 1 admittedly very disappointing live service game announcement,27,2 weeks ago,Negative,Sad,Game
State of Play,Youtube,@jonathantyner171,Fatal Fury: city of the wolves character trailer should be shown,0,11 days ago,Negative,Fear,Silent Hill
