"User","Comment","Likes","Date"
"@mateusgreenwood1096","Astro is like ""Look at all these beloved IPs we will never use again!""","2","2 weeks ago"
"@herrypottier4201","Im sorry but im a gamer that prefers single player narrative over this overstuffed live service games, sony dont be a follower","         ","2 weeks ago"
"@user-xc5ei9qo6o","BLOODBORNE 2???????","         ","2 weeks ago"
"@LETWAIN","Playstation games have went downhill and ive had every Playstation made ","         ","2 weeks ago"
"@sammyscoubi7330","12:35 ","         ","2 weeks ago"
"@lazycouchman","Dynasty Warriors woo!","         ","2 weeks ago"
"@mikedoe1076","Wat een afging weer! Its Dutch for what a disappointment","         ","2 weeks ago"
"@ruslanparker6301","Astro bot ","         ","2 weeks ago"
"@EH_1995","Get that live service garbage outta here","1","2 weeks ago"
"@josefwollersberger1552","This was just sad. Sad and pathetic. ","         ","2 weeks ago"
"@zachfernandez92","No Sly Cooper or Ratchet. Boring and pointless. The PS5 feels pointless","         ","2 weeks ago"
"@antimaterieatom6494","Honestly everything you show is trash at this point if it isnt bloodborne","1","2 weeks ago"
"@BG-fc3em","flat astro bot ? e tu sony ?","         ","2 weeks ago"
"@yitzhakadler","Nice","         ","2 weeks ago"
"@karensusee5010","Concord creators I hope you enjoy unemployment ","1","2 weeks ago"
"@koolramon2214","Pointless show no more excitement in game announcement anymore useless games no one wants","1","2 weeks ago"
"@feelingfun5149","Behemoth похож на Ждуна.","1","2 weeks ago (edited)"
"@RIOTNOOB","This game looks like trash (Concord), just copying other games.","1","2 weeks ago (edited)"
"@user-bf3go8km8q","Days gone 2","         ","2 weeks ago"
"@roubov","Marvel rivals vai ser abandonado em 3 2 1","         ","2 weeks ago"
"@tomasstreet7803","blah.  kinda lame...  not to take away from the hard work of all those game developers - just nothing stands out this time round.","         ","2 weeks ago"
"@eonthebeat589","We need better games flat out ","         ","2 weeks ago"
"@cod2025","Astrobot that's it","         ","2 weeks ago"
"@antona1028","Sly Cooper!","         ","2 weeks ago"
"@ZeldaLilly330","Yay an Astro Bot game!","         ","2 weeks ago"
"@toybirdy","DEI detected Silent hill 2 and that overwatch clone that puts pronouns in teh character select screen","1","2 weeks ago"
"@marketlg24","That remake of silent hill 2 is just f awful. This show was dog shi.. but that game is an insult to the original masterpiece","         ","2 weeks ago"
"@antonioleskur6160","Path of exile 2!! ","         ","2 weeks ago"
"@Luminary2024","This was a terrible set of reveals","1","2 weeks ago"
"@guinguide","لا تترك قراءة القرآن ولو صفحة واحده في اليوم لن ياخذ من وقتك سوى دقيقة فلا تبخل على نفسك احب الأعمال الى الله ادومها وإن قل","         ","2 weeks ago"
"@mario_luis_dev","this has got to be the worst State of Play yet… and there’s been a handful of really crappy ones already…but this right here is next level bad","         ","2 weeks ago"
"@chucknorris8112","Sly 5 pls!! ","         ","11 days ago"
"@epic_channel1408","Where is Bloodborn on PC!","         ","2 weeks ago"
"@BrutusMaximusAurelius","So I watched that whole trailer for a lame 5v5 game?","         ","2 weeks ago"
"@TheHunter77632","ASTRO BOT who agrees","         ","1 day ago"
"@user-mh4wx1qt6z","Sony stop the live service bs make single player games. Also I don't need Woke infused with my state of play. Disgusting","         ","2 weeks ago"
"@daleadams2407","Is there ANY of these games that anyone is looking forward to??","1","2 weeks ago"
"@tonygeddes9558","Looking forward to playing Ragnarok on my PC. Currently loving Ghost of Tsushima on max settings in 4K.","         ","2 weeks ago (edited)"
"@Valhala2020","Aww another game with no character customization.. pre made characters is lame af please stop","         ","2 weeks ago"
"@usernameMOT","Kids games, DEI, and rereleases...   Nowonder their sales are tanking too.","1","2 weeks ago"
"@jamescampisi7716","Astro Bot, the title they chose to close State of Play with, should have been a release title... Sony, get it together. Oh wait, it's too late.","1","2 weeks ago (edited)"
"@berrex5152","Garbage.. and why would i care about GOW being on pc? This is a ps channel","1","2 weeks ago"
"@WohaoG","PARAPPA????????","         ","2 weeks ago"
"@Jamesalkerde","Cool","         ","2 weeks ago"
"@edwinperez249","Well nothing to look forward to.","         ","2 weeks ago"
"@Reinaldaolivares","Plis , ","         ","5 days ago"
"@xYuka13","Vocês não se envergonham com isto?","         ","2 days ago"
"@NoraNora-bz9nq"," ","         ","2 weeks ago"
"@Jonas-ej7id","15:23 Elden Ring reference?","2","2 weeks ago"
"@furizagold","I Will Be On Here One Day","1","2 weeks ago"
"@thebacklog6556","So glad Playstation doesnt engage with you internet heathens. Great SoP.  thanks for more games to stack on my giant pile of  awesome games I havent even gotten to yet. My wallet n I will see you later","1","2 weeks ago"
"@katana221","Parasha","         ","2 weeks ago"
"@LoneWolf_Cub_Ogami_Itto","California ruined this console","         ","2 weeks ago"
"@bonzero","the lack of creativity or new ideas here it's concerning... the worst generation of games by far","         ","2 weeks ago"
"@romlemmon","Yay, another pvp fps game that gets dominated by cheaters and squeaky voiced s","         ","2 weeks ago"
"@MemoirsofaGamer1982","I love how every character, in every game, all have the same personality and attitude these days.......  Just like all the characters on modern tv and in film too.  They could all be the same voice actors, too.  There's LITERALLY NO variation from one game to the next.  They all stink of Californian politics and diversity hire writers with no talent.","         ","2 weeks ago (edited)"
"@sidundead13","AstroBot :)","         ","2 weeks ago"
"@trollereselesel4292","Bloodborne","         ","2 weeks ago"
"@user-robertrand","Bloodborne","         ","2 weeks ago"
"@catWithFunkyFace","21:15 me when your mom","         ","2 weeks ago"
"@DrGodzirra","so concord is a high budget uninspired copy of an overdone genre... so so so lame.","         ","2 weeks ago"
"@Aechellies","Wow this is bad, this is really bad..........","1","2 weeks ago"
"@TyeDye622","Everyone is so negative","         ","2 weeks ago"
"@dejjibd424"," ","         ","2 weeks ago"
"@ccan_max5285"," ","         ","2 weeks ago"
"@grimmprincess2","Boooo   . What happened to gaming? It's like Hollyweird now. Reboots, Rehashes, and Re-Imaginings. ","         ","2 weeks ago (edited)"
"@meta-nerd","Astrobot without support for the PSVR2 is a slap in the face for all buyers of the headset. Sony seems to have given up on its headset one year after release. What a shame!","2","2 weeks ago"
"@yrmmishere","Astro Bot looks pretty awesome, I guess...? Literally the only reason I'd want to get a PS5, ngl","1","2 weeks ago"
"@zainalamri985","Worst ever and full of garbage games.i think most of the gamers just interested in monster hunter & astrobot…sony will fall hard","1","2 weeks ago"
"@StevenEwingLobo","State of okay ","1","2 weeks ago"
"@Riddletold","DEI injection at its finest.. i just cant bother to care anymore.. ill just not buy instead.","         ","2 weeks ago"
"@user-bj7yj9hz4l","Astro booom!!!!","         ","2 weeks ago"
"@user-xc5ei9qo6o","Boring where are the single player games?","         ","2 weeks ago"
"@nobleaxiom","Concord team could have cooked an amazing FF7 TFS cross platform console title.","         ","12 days ago"
"@Sir.bookum","What a disappointment I only care about GOW & Until Dawn","         ","2 weeks ago"
"@christiancrazy-skydiver-gu739","Yeaa Astro Bot!! ^^ ","         ","2 weeks ago"
"@nobleaxiom","Where is PS5 PRO :/","         ","12 days ago"
"@douglasmacambira4697","Bad bad bad","1","2 weeks ago"
"@HitopEiwv","When will Sony release its official games?","1","2 weeks ago"
"@Pergynter","ASTRO BOT ! they saved the best for last.","3","2 weeks ago"
"@fahadfaruqi203","Astrobot!!!!!!","         ","2 weeks ago"
"@TheWOLF1201","Im just gonna say it. Im sick of the Hero Shooter, Samurai, PSVR2 Titles, and Knock off FF Games.  Until Dawn and Silent Hill 2 looks to be the only upside of the entire show. But one of those is just a remaster and the other a full remake. Path of exile looks optimistic after Diablo 4 but im not rushing into that whatsoever. Astro Bot would be cool if i was 9yr old again.   This show was a letdown. Hopefully they have more coming this summer","         ","2 weeks ago"
"@mahmoudhossam6509","L after L after L","         ","2 weeks ago"
"@bonzero","boring cinematics honestly.. cliche superhero stuff","         ","2 weeks ago"
"@Shoonya_000","Like, seriously guys??? ","2","2 weeks ago"
"@AngryApple","Can we have a new Videogame Crash please? Dont wanna play all this live service garbage.","         ","2 weeks ago"
"@DeLong1","The vr games looked sick","         ","2 weeks ago"
"@Knight_warrior_","E2-821130A6 i cant even active my own account","         ","2 weeks ago"
"@Alpha88439","Shawne ruined it all with his lies ️‍️️‍","         ","2 weeks ago"
"@sebaseba360","Dramat ","         ","2 weeks ago"
"@battlehardened3986","Absolute trash stop with the DEI nonsense just make fun games","1","2 weeks ago"
"@adammaxwell8897","I'd be more excited about this if Sony didn't do exclusive games","         ","2 weeks ago"
"@dennisbergen9892","Only game that looks interesting is Ballad of Antara.  It does not appear to have pronouns or ugly women characters.  Yet.","1","2 weeks ago"
"@user-xn6lq2ye3v","La industria ya no es lo que fue,mucho fondo buitre metiendo dinero que roban de los estados en videojuegos y no hay creatividad,son todo copias de sekiro y shooters on line con cero carisma,cero historia,cero puzzles,cero juegos,solo machacar botones,silent hill 2 remake? Juegos japoneses malos de segunda clase....no se si ps3 fue igual,pero recuerdo la generación de 360 y los primeros años de ps4,no eran así,ahora te estafan por todas partes,dlc's que deberían ser contenido del juego,te cobran las armas,te cobran mapas......pero cero pensar,solo aporrear botones,no somos conscientes de lo que realmente están ganando,más que el P.I.B. de un pais,seguro,sus accionistas vienen de los sectores inmobiliarios de comprar pisos,echar a gente de esos pisos,venderlos a bancos,recalificar,etc,etc,etc,invierten en dinero en videojuegos,como embracer group,por ejemplo y pretenden seguir robando,así que adaptan sus políticas al mundo del videojuego,por eso toda esta basura,por eso los medios digitales son basura tb,es todo una basura ","         ","2 weeks ago (edited)"
"@Vesuvio1904","Well, that was boring ","         ","2 weeks ago"
"@jeffreyh9908","ASTRO","         ","2 weeks ago"
"@romain9079","bloodborne","         ","2 days ago"
"@ChochoLevi","Monster Hunter in 2025 looks like 2015...","         ","2 weeks ago"
"@realtv101","Astrobot being the star of the show just shows us how bad the industry is right now. This game was basically a tech demo now the best looking game shown at SOP. Monster Hunter also looked great! I never played the game before but this one has my attention!","1","2 weeks ago"
"@raulm6073","They should remove that pronouns BS in Concord","         ","2 weeks ago"
"@dejjibd424"," ","         ","2 weeks ago"
"@sho-ep6gy","I can't wait not to play any of the garbage service games presented here","         ","2 weeks ago"
"@zOOpygOOpert","LittleBigPlanet please","         ","2 weeks ago"
"@izaac_foster1"," ","         ","2 weeks ago"
"@GoldenSpike300","Doesn’t playstation always do this before they start releasing bangers…","         ","2 weeks ago"
"@nestorramos4968","So much DEI","         ","2 weeks ago"
"@salihgonlutok5959","well this was boring","1","2 weeks ago"
"@fatsoasdf","Awful. Just do bloodborne already.","         ","2 weeks ago"
"@ej4087","Not gonna lie this sucked and I'm a Playstation guy lol","         ","2 weeks ago"
"@Wilk111","This honestly was meh","         ","2 weeks ago"
"@TrindadeV8"," ","         ","9 days ago"
"@themiskoles4714","WOW this was trash lol","1","2 weeks ago"
"@chooky85","Xbox wins and their show not until next weekend","         ","2 weeks ago"
"@solinvictus77","what a f king joke ","1","2 weeks ago"
"@hydrobolix3365"," ","         ","2 weeks ago"
"@alexbiehn978","worst state of play ever, nothing interesting...SH2 remake looks sooo bad :(","1","2 weeks ago"
"@Re-Air666","I like it!","         ","2 weeks ago"
"@orbitaldropshocktroopers8174"," ","1","2 weeks ago"
"@AKOntheBeat","What a SAD presentation| to poor","         ","2 weeks ago"
"@vkt2188","very boring, except for sh2 and pathofexile","         ","2 weeks ago"
"@geovanicaon20","yikes","         ","2 weeks ago"
"@DaltaZon-mk6ux","That's a man, baby.","         ","2 weeks ago"
"@user-xc5ei9qo6o","BLOODBORNE 2","         ","2 weeks ago"
"@orbitaldropshocktroopers8174"," ","         ","2 weeks ago"
"@TheSEWEGI","Mmmm a 5v5 Overwatch clone with pronouns. Can't wait not to play it","         ","2 weeks ago"
"@Wolfslash","Yikes","         ","2 weeks ago"
"@drizzydre326","lol","         ","2 weeks ago"
"@kylethorsrud1692","Worst State of Play I’ve ever seen","         ","2 weeks ago"
"@pixwiz1935","People say Superman game can't work because hes too strong. And then there is Dynasty Warriors where a dude just plows through bunch of guys until getting to one of the stronger ones.","1","2 weeks ago"
"@G-ForceLogic","Not interested. Aaaaaahhhhhhhh","         ","2 weeks ago"
"@marlybob1","woke in my games!! ergh no no nononononononononononnono!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","         ","9 days ago"
"@lisielo4739","Como que Nintendo increíblemente les está ganando la partida absolutamente en todo","1","2 weeks ago"
"@steviecava","Concord looks like woke trash.","1","2 weeks ago"
"@user-1588_Evgen","Отстой сони сдаёт позиции","         ","2 weeks ago"
"@stb9115"," ","         ","2 weeks ago"
"@HH-BB-","Cool Sony, eine halbe Stunde nur Müll ","         ","2 weeks ago"
"@azizalfa752","50% full woke 50% Life service what happened to Sony Sadly they lost there way maybe one day gaming can be like in the 90 or 2000 again","4","2 weeks ago"
"@EmissaryOfSmeagol","33:32 ICO reference, huge W","         ","2 weeks ago"
"@Joseph-wh5of","So... Why do people like PlayStation so much? These games and this console generation are terrible.","         ","2 weeks ago"
"@AphexWebb","This was disappointing.","         ","2 weeks ago"
"@finnrogue9435","Concord looks amazing","         ","2 weeks ago"
"@labmonkeycreative","If concords free to play I'll check it out but it looks generic.","         ","2 weeks ago"
"@treborx327","3/10","         ","2 weeks ago"
"@YanisM-vi2xw","Concord 5v5 Arena shooter héro 16 Character ? Why there are 4 Free agent  9:50 yeah youre lied about this game since 1 years, The Day before  marketing. You hide ATH and you wil be indpired by create a Overwatch clone inspired by Guardian of the Galaxy and other games. Youre character are Awful design and pronoums.","         ","2 weeks ago (edited)"
"@tomalbeartcharles7560","SKON!!!","         ","2 weeks ago"
"@hagharth","not impressed...","         ","2 weeks ago"
"@IgorAlvarenga791","Méhh... ","         ","2 weeks ago"
"@deaddog5973","bruh literally only garbage","1","2 weeks ago"
"@TheAugusta3","disappointed","         ","2 weeks ago"
"@Mizerka_","terrible, truly.","         ","2 weeks ago"
"@ruslansbehterevs-uw5ho","Generation of nothing.","1","2 weeks ago"
"@alexeysaul3718","state of sleep","         ","2 weeks ago"
"@kubazet98","Utterly disappointing","         ","2 weeks ago (edited)"
"@user-br1eg4fk6g","Paragon Vibe ","         ","2 weeks ago"
"@Kadaververwaertungsanstalt","Nobody likes DEI... Sony: ""lets do DEI""","         ","2 weeks ago"
"@lowsaac","What's with all this multiplayer pvps? I feel like I'm walking down the overwatch aisle at the grocery store.","1","2 weeks ago"
"@FrankAtcheson-po3jb","The gaming industry condensed in one video: soulslikes, games as a service, remakes, ports.","1","2 weeks ago"
"@masterpills","Can't wait to pirate GoW Ragnarok instead of just paying for it.","         ","2 weeks ago"
"@lonelyone","Yeah, that's a man.","         ","2 weeks ago"
"@ccwarnick","Playstation: for gamers that like to watch cinematics while occasionally pressing a button.","1","2 weeks ago (edited)"
"@Zman158","what a trash show ","2","2 weeks ago"
"@KenSaiKri","A quand de vrais jeux ? Très ennuyant et décevant...","         ","2 weeks ago"
"@mollyospikminio","Concord looked interesting until the gameplay looked like Overwatch. But hey, Dynasty Warriors looks pretty sick if you ask me. ","1","2 weeks ago (edited)"
"@jovieasyrof2017","what a joke","         ","2 weeks ago"
"@2024GOTYBlackMythWuKong","플스 쇼케이스의 주인공은 연운십육성, 몬스터헌터 와일즈였다. The main character of PlayStation's State of Play was Where Winds Meet, Monster Hunter Wilds.","1","2 weeks ago"
"               @netrodex             ","PSN plus PC, SINGLE player = big turned off.","         ","2 weeks ago"
"@orbitaldropshocktroopers8174"," ","         ","2 weeks ago"
"@NeoDrao","All these games look like garbage","1","2 weeks ago"
"@DavidMartin-sw3wx","The worst showing ever","1","1 day ago"
"@ricardobernardo2272","epic fail.","         ","2 weeks ago"
"@Joseph-wh5of","This looks horrible.","         ","2 weeks ago"
"@gueritoelbandito4354","State of Slop","         ","2 weeks ago"
"@trickster8273","Most mid state of play","         ","2 weeks ago"
"@Sabu8000","This was garbage.","1","2 weeks ago"
"@JamesBrown-xb7yi","What a lame showcase","         ","2 weeks ago"
"@JohnnyL-rz5wd","9:49 pronouns on character select screen ","3","2 weeks ago"
"@kidkune","ridicoulusness","         ","2 weeks ago (edited)"
"@jcvdchuck7915","WokeStation 5","1","2 weeks ago"
"@Jordo1981","EPIC FAIL","         ","2 weeks ago"
"@dreamtheaterpantera","State of nothing","         ","2 weeks ago"
"@jamesalves8125","Absolutely trash","         ","8 days ago"
"@Vits_mda","Absolutely trash","         ","9 days ago"
"@Funkadizzleify","Hard pass.","         ","2 weeks ago"
"@TheCephalon","Probably spent 2 months developing that concord video. Should have used that time to actually work on the game","1","2 weeks ago"
"@meleegames","Thats it?","         ","2 weeks ago"
"@user-jp9is7jq3l","PS4でも発売しろよ","         ","2 weeks ago"
"@wilfriedvandevelde5135","Booooooring ","         ","2 weeks ago"
"@SilkMilkJilk","woke garbage and live service, some exec really remembered basic math laws and thought: hold up a minute","1","2 weeks ago"
"@akshaysharma30498","Astrobot yayyy!!","         ","2 weeks ago"
"@fairyfire6481","How is astrobot which is basically a commercial, the only exciting game in here?","1","2 weeks ago"
"@Crimsongz","Worst console generation","3","2 weeks ago"
"@colebuckhart","yawn","         ","2 weeks ago"
"@cesarjunior7476"," ","1","2 weeks ago"
"@PSNmoNL","Bad games","         ","2 weeks ago"
"@michaelmonstar4276","They really showed off a PS3-looking game with PS2-moments with Dynasty Warrior...","1","2 weeks ago"
"@legoman1990","boring","         ","2 weeks ago"
"@kamiljan8419","Does anyone else wonder why Sony blatantly lies to viewers? in Ragnarok they were able to provide information about available platforms, while in the case of Silent Hill 2 and POE2 we are talking about MULTIPLATFORMS! Why does the framework only include information about PS5 at the end? why are you blatantly deceiving people about the title's availability on other platforms?! ","1","2 weeks ago"
"@kilor_vsl","Все кроме ПоЕ выглядит как гавно для детей до 3-х лет","         ","6 days ago"
"@peepsiee","ONE GAME, I DON'T KNOW WHY","1","2 weeks ago"
"@shenmue1028","Huge disappointment !!!!!! Astro Bot is not a PSVR2 title. At least give us a hybrid version please!!","         ","2 weeks ago (edited)"
"@lairjmjcccb","Astrooooooooooooo !!! ","         ","13 days ago"
"@tbsgjack2555","You know it's bad when Astro Bot is the coolest thing here","         ","2 weeks ago"
"@nilsdannemann","09:50 Pronouns in the character select screen. Are you kidding me?   For f***s sake... ","2","2 weeks ago"
"@gutz4garterz735","hang on ? this is just a remastered version of last year's SOP ....","1","2 weeks ago"
"@illidan3780","trash","         ","2 weeks ago"
"@littlegayfurrywolfjeremiev7781","I want monster hunter ","1","2 weeks ago"
"@luciocf2007","Where is Bloodborne?","1","2 weeks ago"
"@eggboy1987","I honestly think that AstroBot is the most fun game out of all that has been shown here, it's a shame they put it last. I'd put it as the introduction.","         ","2 weeks ago"
"@MJS-WarZ","I thought concord would be a new adventure game but it’s just another over watch game they lost me on that game","         ","2 weeks ago"
"@jesseluna98","PlayStation nowadays is nothing but crappy multi-player shooters and boring fantasy sword games, all with DLC and MTX. There used to be so much variety in games during the PS1-3 eras, that I haven't bought a current gen console. The gaming industry deserves to crash at this point.","1","2 weeks ago"
"@Actroids","So now i can sell my ps5 now, eh sony? There's no point in holding a platform console that have NO EXCLUSIVES.. Im moving on to an xbox, curious to try their exclusives halo n starfield though..  So few of us lefts(playstation gamers).. Once my ps5 sold, u lose another sony user..","         ","2 weeks ago"
"@user-uq2fj9vn8j","А где русские комментарии?","         ","2 weeks ago"
"@dunkly85","Nothing but garbage.","         ","2 weeks ago"
"@tasseiviews2947","Astrobot not in VR?","         ","2 weeks ago"
"@guitarevolution","Silent Hill 2 trailer was totally disappointing, not worth what they're charging. The character movement is strange, the animations are rough and the graphics are worthy of, at most, Playstation 3","         ","2 weeks ago"
"@keremylmz666","No bloodborne no like.","         ","2 weeks ago"
"@JohnnyRogers-vy5fl","ASTRO might be the only decent game that's coming the rest looks like trash","         ","2 weeks ago"
"@chriss5484","Astro bots and silent Hill was probably the most exciting out of this whole live","         ","7 days ago"
"@INFINITY-oe4is","Astro Bot is the game for me!","         ","2 weeks ago"
"@corsair1675"," ","         ","2 weeks ago"
"@michaelmonstar4276","11:47 - They showed it as Vert-","         ","2 weeks ago"
"@samanthabernal1521","L","         ","2 weeks ago"
"@rvsrgsrezervuarimetallconstruk"," ","         ","2 weeks ago"
"@acheron66"," ","         ","2 weeks ago"
"@michagadomski9348","XD","         ","2 weeks ago"
"@dinerenblancc","People in the comments acting like Concord was the only game announced. lol","         ","2 weeks ago"
"@AntonMikhaylov","Garbage","         ","2 weeks ago"
"@MichaelHawk42069","STOP REQUIRING PSN FOR PC GAMES. WE DON’T WANT IT.","         ","2 weeks ago"
"@imAreyz","We saving our money this year","         ","2 weeks ago"
"@jesseluna98","9:49 Having pronouns signifies that this game is already a failure.","2","2 weeks ago"
"@themandaloriangamingnetwor4964","Wheres Days Gone 2?","         ","2 weeks ago"
"@MegaShresth","Every year, it seems Sony sets the bar lower, and this year's 'State of Play' appears to have hit a new low.","         ","2 weeks ago"
"@danielbejarano6723","Do they know overwatch is a thing already? 7:55","         ","2 weeks ago (edited)"
"@michaelmonstar4276","0:44 - What now??...","         ","2 weeks ago"
"@Chris-pt6hh","This made me sad that this is the state of play","         ","2 weeks ago"
"@michaelmonstar4276","The developers of Concord come across as NPCs...","         ","2 weeks ago"
"@FixCongress","Oh yay -__- live service games. I’m so glad this is the future of the sh**iest generation in gaming ever. So glad I’ve switched back to PC.","         ","2 weeks ago (edited)"
"@TheCephalon","State of play? More like state of mid","1","2 weeks ago"
"@andrewrootz1577","ASTRO BOT, TAKE MY MONEY.","         ","2 weeks ago"
"@frankstorm7902","silent hill 2 look better","         ","2 weeks ago"
"@userdogoogle7729","FlopState","         ","2 weeks ago"
"@CODE14464","All i see is a bunch of moaners, if yall dont want to play games no more cos you 40+ then dont, go live your life, your time is gone!","         ","2 weeks ago"
"@MichaelsExplorations","All ️","         ","2 weeks ago"
"@robinpkstr","Garbage","         ","2 weeks ago"
